id,ahu,air,airCooling,airRef,area,boiler,bypass,chilled,chilledWaterCooling,chilledWaterRef,chiller,cmd,computed,cool,cooling,cur,damper,daytime,delta,directZone,dis,discharge,domestic,effective,elecHeating,enable,entering,enum,equip,equipRef,exhaust,fan,fanPowered,fcu,flow,geoAddr,geoCity,geoCoord,geoCountry,geoCounty,geoPostalCode,geoState,geoStreet,heat,heating,his,hot,hotWaterHeating,hotWaterRef,humidifier,humidity,hvac,kind,leaving,maxVal,minVal,mixed,outside,plant,primaryLoop,point,pointFunction,pressure,primaryFunction,pump,return,rtu,run,sensor,singleDuct,site,siteRef,sp,space,spaceRef,speed,steam,temp,thermostat,tz,unit,valve,vav,vavZone,water,weather,weatherCond,weatherStationRef,weatherStation,yearBuilt,zone,custom
@b-003b,"","","","","","","","","","",✓,"","","","",✓,"","","","",Bravo Chiller 2 Chiller Status,"","","","","","","","",@b-0034,"","","","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-0017,"","","","",Chicago,"","","","","","","","","","","","{predictionConf:0.33026119584467384, sourcePointName:CH2_ChlrSts, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, inScope, backgroundPoint}"
@b-003c,"","","","","","","","","","","","","","","","","","","","",Bravo EF-1,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-003d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-1 Exhaust Fan Enable,"","","","",✓,"","","",@b-003c,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-003e,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-1 Exhaust Fan Status,"","","","","","","","",@b-003c,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, pointType:, inScope, backgroundPoint}"
@b-003f,"","","","","","","","","","","","","","","","","","","","",Bravo EF-10,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0040,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-10 Exhaust Fan Enable,"","","","",✓,"","","",@b-003f,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-0041,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-10 Exhaust Fan Status,"","","","","","","","",@b-003f,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-06-23T01:00:04.326-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0042,"","","","","","","","","","","","","","","","","","","","",Bravo EF-11,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0043,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-11 Exhaust Fan Enable,"","","","",✓,"","","",@b-0042,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:11.258-04:00 New_York, inScope, backgroundPoint}"
@b-0044,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-11 Exhaust Fan Status,"","","","","","","","",@b-0042,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.945-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0045,"","","","","","","","","","","","","","","","","","","","",Bravo EF-12,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0046,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-12 Exhaust Fan Enable,"","","","",✓,"","","",@b-0045,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:07.473-04:00 New_York, inScope, backgroundPoint}"
@b-0047,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-12 Exhaust Fan Status,"","","","","","","","",@b-0045,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0048,"","","","","","","","","","","","","","","","","","","","",Bravo EF-13,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0049,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-13 Exhaust Fan Enable,"","","","",✓,"","","",@b-0048,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-004a,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-13 Exhaust Fan Status,"","","","","","","","",@b-0048,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-004b,"","","","","","","","","","","","","","","","","","","","",Bravo EF-14,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-004c,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-14 Exhaust Fan Enable,"","","","",✓,"","","",@b-004b,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-004d,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-14 Exhaust Fan Status,"","","","","","","","",@b-004b,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-004e,"","","","","","","","","","","","","","","","","","","","",Bravo EF-15,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-004f,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-15 Exhaust Fan Enable,"","","","",✓,"","","",@b-004e,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-0050,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-15 Exhaust Fan Status,"","","","","","","","",@b-004e,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0051,"","","","","","","","","","","","","","","","","","","","",Bravo EF-16,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0052,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-16 Exhaust Fan Enable,"","","","",✓,"","","",@b-0051,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0053,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-16 Exhaust Fan Status,"","","","","","","","",@b-0051,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.929-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0054,"","","","","","","","","","","","","","","","","","","","",Bravo EF-17,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0055,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-17 Exhaust Fan Enable,"","","","",✓,"","","",@b-0054,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0056,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-17 Exhaust Fan Status,"","","","","","","","",@b-0054,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.945-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0057,"","","","","","","","","","","","","","","","","","","","",Bravo EF-18,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0058,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-18 Exhaust Fan Enable,"","","","",✓,"","STOP,On","",@b-0057,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, backgroundPoint}"
@b-0059,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-18 Exhaust Fan Status,"","","","","","","stateNul,Off,RUNNING","",@b-0057,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Str,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, backgroundPoint}"
@b-005a,"","","","","","","","","","","","","","","","","","","","",Bravo EF-19,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-005b,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-19 Exhaust Fan Enable,"","","","",✓,"","STOP,On","",@b-005a,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, backgroundPoint}"
@b-005c,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-19 Exhaust Fan Status,"","","","","","","stateNul,Off,RUNNING","",@b-005a,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Str,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, backgroundPoint}"
@b-005d,"","","","","","","","","","","","","","","","","","","","",Bravo EF-2,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-005e,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-2 Exhaust Fan Enable,"","","","",✓,"","","",@b-005d,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-005f,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-2 Exhaust Fan Status,"","","","","","","","",@b-005d,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.945-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0060,"","","","","","","","","","","","","","","","","","","","",Bravo EF-20,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0061,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo EF-20 Exhaust Fan Enable,"","","","",✓,"","","",@b-0060,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:EFSS, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-0062,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-20 Exhaust Fan Status,"","","","","","","","",@b-0060,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncDownSince:2020-03-11T13:56:25.945-04:00 New_York, sourcePointName:EFStatus, dataSyncType:error, inScope, backgroundPoint}"
@b-0063,"","","","","","","","","","","","","","","","","","","","",Bravo EF-21,"","","","","","","",✓,"","",✓,"","","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@b-0000,"","",@b-00a4,"","","","","","","","","","","","","","","","",""
@b-0064,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-21 Exhaust Fan Enable,"","","","",✓,"","STOP,On","",@b-0063,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:07.473-04:00 New_York, backgroundPoint}"
@b-0065,"","","","","","","","","","","","","","","",✓,"","","","",Bravo EF-21 Exhaust Fan Status,"","","","","","","stateNul,Off,RUNNING","",@b-0063,✓,✓,"","","","","","","","","","","","","",✓,"","","","","","",Str,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-00a4,"","","","",Chicago,"","","","","","","","","","","","{dataSyncRecovered:2020-07-10T01:00:11.258-04:00 New_York, backgroundPoint}"
